"AccessionID","Clade"
"EPI_ISL_12665256","GRA"
"EPI_ISL_12665257","GRA"
"EPI_ISL_12665258","GRA"
"EPI_ISL_12665259","GRA"
"EPI_ISL_12665260","GRA"
"EPI_ISL_12665261","GRA"
"EPI_ISL_12665262","GRA"
"EPI_ISL_12665263","GRA"
"EPI_ISL_12665264","GRA"
"EPI_ISL_12665265","GRA"
"EPI_ISL_12665266","GRA"
"EPI_ISL_12665267","GRA"
"EPI_ISL_12665268","GRA"
"EPI_ISL_12665269","GRA"
"EPI_ISL_12665270","GRA"
"EPI_ISL_12665271","GRA"
"EPI_ISL_12665272","GRA"
"EPI_ISL_12665273","GRA"
"EPI_ISL_12665274","GRA"
"EPI_ISL_12665275","GRA"
"EPI_ISL_12665276","GRA"
"EPI_ISL_12665277","GRA"
"EPI_ISL_12665278","GRA"
"EPI_ISL_12665279","GRA"
"EPI_ISL_12665280","GRA"
"EPI_ISL_12665281","GRA"
"EPI_ISL_12665282","GRA"
"EPI_ISL_12665284","GRA"
"EPI_ISL_12665285","GRA"
"EPI_ISL_12665286","GRA"
"EPI_ISL_12665287","GRA"
"EPI_ISL_12665288","GRA"
"EPI_ISL_12665289","GRA"
"EPI_ISL_12665290","GRA"
"EPI_ISL_12665291","GRA"
"EPI_ISL_12665292","GRA"
"EPI_ISL_12665293","GRA"
"EPI_ISL_12665294","GRA"
"EPI_ISL_12665295","GRA"
"EPI_ISL_12665296","GRA"
"EPI_ISL_12665297","GRA"
"EPI_ISL_12665298","GRA"
"EPI_ISL_12665299","GRA"
"EPI_ISL_12665300","GRA"
"EPI_ISL_12665301","GRA"
"EPI_ISL_12665302","GRA"
"EPI_ISL_12704536","GRA"
"EPI_ISL_12704537","GRA"
"EPI_ISL_12704538","GRA"
"EPI_ISL_12704539","GRA"
"EPI_ISL_12704540","GRA"
"EPI_ISL_12704541","GRA"
"EPI_ISL_12704542","GRA"
"EPI_ISL_12704543","GRA"
"EPI_ISL_12704544","GRA"
"EPI_ISL_12704545","GRA"
"EPI_ISL_12704546","GRA"
"EPI_ISL_12704547","GRA"
"EPI_ISL_12704548","GRA"
"EPI_ISL_12704549","GRA"
"EPI_ISL_12704550","GRA"
"EPI_ISL_12704551","GRA"
"EPI_ISL_12704552","GRA"
"EPI_ISL_12704553","GRA"
"EPI_ISL_12704554","GRA"
"EPI_ISL_12704555","GRA"
"EPI_ISL_12704556","GRA"
"EPI_ISL_12704558","GRA"
"EPI_ISL_12704559","GRA"
"EPI_ISL_12704560","GRA"
"EPI_ISL_12704561","GRA"
"EPI_ISL_12704562","GRA"
"EPI_ISL_12704563","GRA"
"EPI_ISL_12704564","GRA"
"EPI_ISL_12704565","GRA"
"EPI_ISL_12704566","GRA"
"EPI_ISL_12704567","GRA"
"EPI_ISL_12704568","GRA"
"EPI_ISL_12708538","GRA"
"EPI_ISL_12708539","GRA"
"EPI_ISL_12708540","GRA"
"EPI_ISL_12708541","GRA"
"EPI_ISL_12708542","GRA"
"EPI_ISL_12708543","GRA"
"EPI_ISL_12708544","GRA"
"EPI_ISL_12708545","GRA"
"EPI_ISL_12708546","GRA"
"EPI_ISL_12708547","GRA"
"EPI_ISL_12708548","GRA"
"EPI_ISL_12708549","GRA"
"EPI_ISL_12708550","GRA"
"EPI_ISL_12708551","GRA"
"EPI_ISL_12708552","GRA"
"EPI_ISL_12708553","GRA"
"EPI_ISL_12708554","GRA"
"EPI_ISL_12708555","GRA"
"EPI_ISL_12708556","GRA"
"EPI_ISL_12708557","GRA"
"EPI_ISL_12708558","GRA"
"EPI_ISL_12708559","GRA"
"EPI_ISL_12708560","GRA"
"EPI_ISL_12708561","GRA"
"EPI_ISL_12708562","GRA"
"EPI_ISL_12708563","GRA"
"EPI_ISL_12708564","GRA"
"EPI_ISL_12708565","GRA"
"EPI_ISL_12708566","GRA"
"EPI_ISL_12708567","GRA"
"EPI_ISL_12721573","GRA"
"EPI_ISL_12721574","GRA"
"EPI_ISL_12721575","GRA"
"EPI_ISL_12721576","GRA"
"EPI_ISL_12721577","GRA"
"EPI_ISL_12721578","GRA"
"EPI_ISL_12721579","GRA"
"EPI_ISL_12721580","GRA"
"EPI_ISL_12721581","GK"
"EPI_ISL_12721582","GRA"
"EPI_ISL_12721583","GRA"
"EPI_ISL_12721584","GRA"
"EPI_ISL_12721585","GRA"
"EPI_ISL_12721586","GRA"
"EPI_ISL_12721587","GRA"
"EPI_ISL_12721588","GRA"
"EPI_ISL_12721589","GRA"
"EPI_ISL_12721590","GRA"
"EPI_ISL_12721591","GRA"
"EPI_ISL_12721592","GK"
"EPI_ISL_12721593","GRA"
"EPI_ISL_12721594","GRA"
"EPI_ISL_12721595","GRA"
"EPI_ISL_12721596","GRA"
"EPI_ISL_12721597","GRA"
"EPI_ISL_12721598","GRA"
"EPI_ISL_12721599","GRA"
"EPI_ISL_12721600","GRA"
"EPI_ISL_12721601","GRA"
"EPI_ISL_12721602","GRA"
"EPI_ISL_12721603","GRA"
"EPI_ISL_12721604","GRA"
"EPI_ISL_12721605","GRA"
"EPI_ISL_12721606","GRA"
"EPI_ISL_12721607","GRA"
"EPI_ISL_12721608","GRA"
"EPI_ISL_12721609","GRA"
"EPI_ISL_12721611","GK"
"EPI_ISL_12721612","GRA"
"EPI_ISL_12721613","GRA"
"EPI_ISL_12721614","GRA"
"EPI_ISL_12721615","GRA"
"EPI_ISL_12721616","GRA"
"EPI_ISL_12721617","GRA"
"EPI_ISL_12721618","GRA"
"EPI_ISL_12721619","GRA"
"EPI_ISL_12721620","GRA"
"EPI_ISL_12721621","GRA"
"EPI_ISL_12721622","GRA"
"EPI_ISL_12728842","GRA"
"EPI_ISL_12728843","GRA"
"EPI_ISL_12728844","GRA"
"EPI_ISL_12728845","GRA"
"EPI_ISL_12728846","GRA"
"EPI_ISL_12728847","GRA"
"EPI_ISL_12728848","GRA"
"EPI_ISL_12728849","GRA"
"EPI_ISL_12739609","GRA"
"EPI_ISL_12739610","GRA"
"EPI_ISL_12739611","GRA"
"EPI_ISL_12739612","GRA"
"EPI_ISL_12739613","GRA"
"EPI_ISL_12739614","GRA"
"EPI_ISL_12739615","GRA"
"EPI_ISL_12739616","GRA"
"EPI_ISL_12739617","GRA"
"EPI_ISL_12739618","GRA"
"EPI_ISL_12739619","GRA"
"EPI_ISL_12739620","GRA"
"EPI_ISL_12739621","GRA"
"EPI_ISL_12739622","GRA"
"EPI_ISL_12739623","GRA"
"EPI_ISL_12739624","GRA"
"EPI_ISL_12739625","GRA"
"EPI_ISL_12739626","GRA"
"EPI_ISL_12739627","GRA"
"EPI_ISL_12739628","GRA"
"EPI_ISL_12739629","GRA"
"EPI_ISL_12739630","GRA"
"EPI_ISL_12739631","GRA"
"EPI_ISL_12739632","GRA"
"EPI_ISL_12739633","GRA"
"EPI_ISL_12739634","GRA"
"EPI_ISL_12739635","GRA"
"EPI_ISL_12739636","GRA"
"EPI_ISL_12739637","GRA"
"EPI_ISL_12739638","GRA"
"EPI_ISL_12739639","GRA"
"EPI_ISL_12739640","GRA"
"EPI_ISL_12739641","GRA"
"EPI_ISL_12739642","GRA"
"EPI_ISL_12739643","GRA"
"EPI_ISL_12739644","GRA"
"EPI_ISL_12739645","GRA"
"EPI_ISL_12739646","GRA"
"EPI_ISL_12739647","GRA"
"EPI_ISL_12739648","GRA"
"EPI_ISL_12739649","GRA"
"EPI_ISL_12739650","GRA"
"EPI_ISL_12739651","GRA"
"EPI_ISL_12739652","GRA"
"EPI_ISL_12739653","GRA"
"EPI_ISL_12739654","GRA"
"EPI_ISL_12739655","GRA"
"EPI_ISL_12739656","GRA"
"EPI_ISL_12739657","GRA"
"EPI_ISL_12739658","GRA"
"EPI_ISL_12739659","GRA"
"EPI_ISL_12739660","GRA"
"EPI_ISL_12739661","GRA"
"EPI_ISL_12739662","GRA"
"EPI_ISL_12739663","GRA"
"EPI_ISL_12739664","GRA"
"EPI_ISL_12739665","GRA"
"EPI_ISL_12739666","GRA"
"EPI_ISL_12739667","GRA"
"EPI_ISL_12739668","GRA"
"EPI_ISL_12739669","GRA"
"EPI_ISL_12739670","GRA"
"EPI_ISL_12739671","GRA"
"EPI_ISL_12739672","GRA"
"EPI_ISL_12739673","GRA"
"EPI_ISL_12739674","GRA"
"EPI_ISL_12739675","GRA"
"EPI_ISL_12739676","GRA"
"EPI_ISL_12739677","GRA"
"EPI_ISL_12739678","GRA"
"EPI_ISL_12739679","GRA"
"EPI_ISL_12739680","GRA"
"EPI_ISL_12739681","GRA"
"EPI_ISL_12739682","GRA"
"EPI_ISL_12739683","GRA"
"EPI_ISL_12739684","GRA"
"EPI_ISL_12739685","GRA"
"EPI_ISL_12739686","GRA"
"EPI_ISL_12739687","GRA"
"EPI_ISL_12739688","GRA"
"EPI_ISL_12739689","GRA"
"EPI_ISL_12739690","GRA"
"EPI_ISL_12739691","GRA"
"EPI_ISL_12739692","GRA"
"EPI_ISL_12739693","GRA"
"EPI_ISL_12739694","GRA"
"EPI_ISL_12739784","GRA"
"EPI_ISL_12739785","GRA"
"EPI_ISL_12739786","GRA"
"EPI_ISL_12739787","GRA"
"EPI_ISL_12739788","GRA"
"EPI_ISL_12739789","GRA"
"EPI_ISL_12739790","GRA"
"EPI_ISL_12739791","GRA"
"EPI_ISL_12739792","GRA"
"EPI_ISL_12739793","GRA"
"EPI_ISL_12739794","GRA"
"EPI_ISL_12739795","GRA"
"EPI_ISL_12739796","GRA"
"EPI_ISL_12739797","GRA"
"EPI_ISL_12739798","GRA"
"EPI_ISL_12739799","GRA"
"EPI_ISL_12739800","GRA"
"EPI_ISL_12739801","GRA"
"EPI_ISL_12739802","GRA"
"EPI_ISL_12746942","GRA"
"EPI_ISL_12746943","GRA"
"EPI_ISL_12746944","GRA"
"EPI_ISL_12746945","GRA"
"EPI_ISL_12746946","GRA"
"EPI_ISL_12746947","GRA"
"EPI_ISL_12746948","GRA"
"EPI_ISL_12746949","GRA"
"EPI_ISL_12746950","GRA"
"EPI_ISL_12746951","GRA"
"EPI_ISL_12746952","GRA"
"EPI_ISL_12746953","GRA"
"EPI_ISL_12746954","GRA"
"EPI_ISL_12746955","GRA"
"EPI_ISL_12746956","GRA"
"EPI_ISL_12746957","GRA"
"EPI_ISL_12746958","GRA"
"EPI_ISL_12746959","GRA"
"EPI_ISL_12746960","GRA"
"EPI_ISL_12746961","GRA"
"EPI_ISL_12746962","GRA"
"EPI_ISL_12746963","GRA"
"EPI_ISL_12746964","GRA"
"EPI_ISL_12746965","GRA"
"EPI_ISL_12746966","GRA"
"EPI_ISL_12746967","GRA"
"EPI_ISL_12746968","GRA"
"EPI_ISL_12746969","GRA"
"EPI_ISL_12746970","GRA"
"EPI_ISL_12746971","GRA"
"EPI_ISL_12746972","GRA"
"EPI_ISL_12746973","GRA"
"EPI_ISL_12746974","GRA"
"EPI_ISL_12746975","GRA"
"EPI_ISL_12746976","GRA"
"EPI_ISL_12746977","GRA"
"EPI_ISL_12746978","GRA"
"EPI_ISL_12746979","GRA"
"EPI_ISL_12746980","GRA"
"EPI_ISL_12746981","GRA"
"EPI_ISL_12746982","GRA"
"EPI_ISL_12746983","GRA"
"EPI_ISL_12746984","GRA"
"EPI_ISL_12746985","GRA"
"EPI_ISL_12746986","GRA"
"EPI_ISL_12746987","GRA"
"EPI_ISL_12746988","GRA"
"EPI_ISL_12746989","GRA"
"EPI_ISL_12746990","GRA"
"EPI_ISL_12746991","GRA"
"EPI_ISL_12746992","GRA"
"EPI_ISL_12746993","GRA"
"EPI_ISL_12746994","GRA"
"EPI_ISL_12746995","GRA"
"EPI_ISL_12746996","GRA"
"EPI_ISL_12746997","GRA"
"EPI_ISL_12746998","GRA"
"EPI_ISL_12746999","GRA"
"EPI_ISL_12747000","GRA"
"EPI_ISL_12747001","GRA"
"EPI_ISL_12747002","GRA"
"EPI_ISL_12747003","GRA"
"EPI_ISL_12747004","GRA"
"EPI_ISL_12747005","GRA"
"EPI_ISL_12747006","GRA"
"EPI_ISL_12747007","GRA"
"EPI_ISL_12749677","GRA"
"EPI_ISL_12749678","GRA"
"EPI_ISL_12749679","GRA"
"EPI_ISL_12749680","GRA"
"EPI_ISL_12749681","GRA"
"EPI_ISL_12749682","GRA"
"EPI_ISL_12749683","GRA"
"EPI_ISL_12749684","GRA"
"EPI_ISL_12749685","GRA"
"EPI_ISL_12749686","GRA"
"EPI_ISL_12769961","GRA"
"EPI_ISL_12771099","GK"
"EPI_ISL_12771100","GK"
"EPI_ISL_12771101","GRA"
"EPI_ISL_12771102","GRA"
"EPI_ISL_12771103","GK"
"EPI_ISL_12771104","GRA"
"EPI_ISL_12771105","GRA"
"EPI_ISL_12771106","GRA"
"EPI_ISL_12771107","GRA"
"EPI_ISL_12771108","GK"
"EPI_ISL_12771109","GRA"
"EPI_ISL_12771110","GRA"
"EPI_ISL_12771111","GRA"
"EPI_ISL_12771112","GK"
"EPI_ISL_12771113","GRA"
"EPI_ISL_12771114","GK"
"EPI_ISL_12771115","GRA"
"EPI_ISL_12771116","GRA"
"EPI_ISL_12771117","GRA"
"EPI_ISL_12771118","GK"
"EPI_ISL_12771119","GK"
"EPI_ISL_12771120","GRA"
"EPI_ISL_12771121","GRA"
"EPI_ISL_12771122","GRA"
"EPI_ISL_12771123","GRA"
"EPI_ISL_12771124","GRA"
"EPI_ISL_12771125","GRA"
"EPI_ISL_12771126","GRA"
"EPI_ISL_12771127","GRA"
"EPI_ISL_12771128","GRA"
"EPI_ISL_12771129","GRA"
"EPI_ISL_12771130","GK"
"EPI_ISL_12771131","GK"
"EPI_ISL_12771132","GRA"
"EPI_ISL_12771133","GRA"
"EPI_ISL_12771134","GRA"
"EPI_ISL_12771135","GRA"
"EPI_ISL_12771136","GRA"
"EPI_ISL_12771137","GK"
"EPI_ISL_12771138","GK"
"EPI_ISL_12771139","GRA"
"EPI_ISL_12771140","GRA"
"EPI_ISL_12771141","GRA"
"EPI_ISL_12771142","GK"
"EPI_ISL_12771143","GRA"
"EPI_ISL_12771144","GRA"
"EPI_ISL_12771145","GK"
"EPI_ISL_12771146","GK"
"EPI_ISL_12771147","GK"
"EPI_ISL_12771148","GK"
"EPI_ISL_12771149","GRA"
"EPI_ISL_12771150","GRA"
"EPI_ISL_12771151","GRA"
"EPI_ISL_12771152","GRA"
"EPI_ISL_12771153","GRA"
"EPI_ISL_12771154","GRA"
"EPI_ISL_12771155","GRA"
"EPI_ISL_12771156","GRA"
"EPI_ISL_12771157","GRA"
"EPI_ISL_12771158","GRA"
"EPI_ISL_12771159","GRA"
"EPI_ISL_12771160","GRA"
"EPI_ISL_12771161","GRA"
"EPI_ISL_12771162","GRA"
"EPI_ISL_12771163","GK"
"EPI_ISL_12771164","GRA"
"EPI_ISL_12771165","GRA"
"EPI_ISL_12771166","GRA"
"EPI_ISL_12771167","GRA"
"EPI_ISL_12771168","GRA"
"EPI_ISL_12771169","GRA"
"EPI_ISL_12771170","GRA"
"EPI_ISL_12771171","GRA"
"EPI_ISL_12771172","GRA"
"EPI_ISL_12771173","GRA"
"EPI_ISL_12771174","GRA"
"EPI_ISL_12771175","GRA"
"EPI_ISL_12771176","GRA"
"EPI_ISL_12771177","GRA"
"EPI_ISL_12771178","GRA"
"EPI_ISL_12771179","GRA"
"EPI_ISL_12771180","GRA"
"EPI_ISL_12771181","GRA"
"EPI_ISL_12771182","GRA"
"EPI_ISL_12771183","GRA"
"EPI_ISL_12771184","GRA"
"EPI_ISL_12771185","GRA"
"EPI_ISL_12771186","GRA"
"EPI_ISL_12771187","GRA"
"EPI_ISL_12771188","GRA"
"EPI_ISL_12771189","GRA"
"EPI_ISL_12771190","GRA"
"EPI_ISL_12771191","GRA"
"EPI_ISL_12771192","GRA"
"EPI_ISL_12771193","GRA"
"EPI_ISL_12771194","GRA"
"EPI_ISL_12771195","GRA"
"EPI_ISL_12771196","GK"
"EPI_ISL_12771197","GK"
"EPI_ISL_12771198","GK"
"EPI_ISL_12771199","GRA"
"EPI_ISL_12771200","GRA"
"EPI_ISL_12771201","GRA"
"EPI_ISL_12771202","GRA"
"EPI_ISL_12771203","GRA"
"EPI_ISL_12771204","GRA"
"EPI_ISL_12771205","GRA"
"EPI_ISL_12771206","GRA"
"EPI_ISL_12771207","GRA"
"EPI_ISL_12771208","GRA"
"EPI_ISL_12771209","GRA"
"EPI_ISL_12771210","GRA"
"EPI_ISL_12771211","GRA"
"EPI_ISL_12771212","GRA"
"EPI_ISL_12771213","GRA"
"EPI_ISL_12771214","GRA"
"EPI_ISL_12771215","GRA"
"EPI_ISL_12771216","GRA"
"EPI_ISL_12771217","GRA"
"EPI_ISL_12771218","GRA"
"EPI_ISL_12771219","GRA"
"EPI_ISL_12771220","GRA"
"EPI_ISL_12771221","GRA"
"EPI_ISL_12771222","GRA"
"EPI_ISL_12771223","GRA"
"EPI_ISL_12771224","GRA"
"EPI_ISL_12771225","GRA"
"EPI_ISL_12771226","GRA"
"EPI_ISL_12771227","GRA"
"EPI_ISL_12771228","GRA"
"EPI_ISL_12771229","GRA"
"EPI_ISL_12771230","GRA"
"EPI_ISL_12771231","GRA"
"EPI_ISL_12771232","GRA"
"EPI_ISL_12771233","GRA"
"EPI_ISL_12771234","GRA"
"EPI_ISL_12771235","GRA"
"EPI_ISL_12771236","GRA"
"EPI_ISL_12771237","GRA"
"EPI_ISL_12771238","GRA"
"EPI_ISL_12771239","GRA"
"EPI_ISL_12771240","GRA"
"EPI_ISL_12771241","GRA"
"EPI_ISL_12771242","GRA"
"EPI_ISL_12771243","GRA"
"EPI_ISL_12771244","GRA"
"EPI_ISL_12771245","GRA"
"EPI_ISL_12771246","GRA"
"EPI_ISL_12771247","GRA"
"EPI_ISL_12771248","GRA"
"EPI_ISL_12771249","GRA"
"EPI_ISL_12771250","GRA"
"EPI_ISL_12771251","GRA"
"EPI_ISL_12771252","GRA"
"EPI_ISL_12771253","GRA"
"EPI_ISL_12771254","GRA"
"EPI_ISL_12771255","GRA"
"EPI_ISL_12771256","GRA"
"EPI_ISL_12771257","GRA"
"EPI_ISL_12771258","GRA"
"EPI_ISL_12771259","GRA"
"EPI_ISL_12771260","GRA"
"EPI_ISL_12771261","GRA"
"EPI_ISL_12771262","GRA"
"EPI_ISL_12771263","GRA"
"EPI_ISL_12771264","GRA"
"EPI_ISL_12771265","GRA"
"EPI_ISL_12771266","GRA"
"EPI_ISL_12771267","GRA"
"EPI_ISL_12771268","GRA"
"EPI_ISL_12771269","GRA"
"EPI_ISL_12771270","GRA"
"EPI_ISL_12771271","GRA"
"EPI_ISL_12771272","GRA"
"EPI_ISL_12771273","GRA"
"EPI_ISL_12771274","GRA"
"EPI_ISL_12771275","GRA"
"EPI_ISL_12771276","GRA"
"EPI_ISL_12771277","GRA"
"EPI_ISL_12771278","GRA"
"EPI_ISL_12771279","GRA"
"EPI_ISL_12771280","GRA"
"EPI_ISL_12771281","GRA"
"EPI_ISL_12771282","GRA"
"EPI_ISL_12771283","GRA"
"EPI_ISL_12771284","GRA"
"EPI_ISL_12771285","GRA"
"EPI_ISL_12771286","GRA"
"EPI_ISL_12771287","GRA"
"EPI_ISL_12771288","GRA"
"EPI_ISL_12771289","GRA"
"EPI_ISL_12771290","GRA"
"EPI_ISL_12771291","GRA"
"EPI_ISL_12771292","GRA"
"EPI_ISL_12771293","GRA"
"EPI_ISL_12771294","GRA"
"EPI_ISL_12771295","GRA"
"EPI_ISL_12771296","GRA"
"EPI_ISL_12771297","GRA"
"EPI_ISL_12771298","GRA"
"EPI_ISL_12771299","GRA"
"EPI_ISL_12771300","GRA"
"EPI_ISL_12771301","GRA"
"EPI_ISL_12771302","GRA"
"EPI_ISL_12771303","GRA"
"EPI_ISL_12771304","GRA"
"EPI_ISL_12771305","GRA"
"EPI_ISL_12771306","GRA"
"EPI_ISL_12771307","GRA"
"EPI_ISL_12771308","GRA"
"EPI_ISL_12771309","GRA"
"EPI_ISL_12771310","GRA"
"EPI_ISL_12771311","GRA"
"EPI_ISL_12771312","GRA"
"EPI_ISL_12771313","GRA"
"EPI_ISL_12771314","GRA"
"EPI_ISL_12771315","GRA"
"EPI_ISL_12771316","GRA"
"EPI_ISL_12771317","GRA"
"EPI_ISL_12771318","GRA"
"EPI_ISL_12771319","GRA"
"EPI_ISL_12771320","GRA"
"EPI_ISL_12771321","GRA"
"EPI_ISL_12771322","GRA"
"EPI_ISL_12771323","GRA"
"EPI_ISL_12771324","GRA"
"EPI_ISL_12771325","GRA"
"EPI_ISL_12771326","GRA"
"EPI_ISL_12771327","GRA"
"EPI_ISL_12771328","GRA"
"EPI_ISL_12771329","GRA"
"EPI_ISL_12771330","GRA"
"EPI_ISL_12771331","GRA"
"EPI_ISL_12771332","GRA"
"EPI_ISL_12771333","GRA"
"EPI_ISL_12771334","GRA"
"EPI_ISL_12771335","GRA"
"EPI_ISL_12771336","GRA"
"EPI_ISL_12771337","GRA"
"EPI_ISL_12832820","GRA"
"EPI_ISL_12891125","GRA"
"EPI_ISL_12891126","GRA"
"EPI_ISL_12891127","GRA"
"EPI_ISL_12891128","GRA"
"EPI_ISL_12891129","GRA"
"EPI_ISL_12891130","GRA"
"EPI_ISL_12891131","GRA"
"EPI_ISL_12891132","GRA"
"EPI_ISL_12891133","GRA"
"EPI_ISL_12891134","GRA"
"EPI_ISL_12891135","GRA"
"EPI_ISL_12891136","GRA"
"EPI_ISL_12891137","GRA"
"EPI_ISL_12891138","GRA"
"EPI_ISL_12891139","GRA"
"EPI_ISL_12891140","GRA"
"EPI_ISL_12891141","GRA"
"EPI_ISL_12891142","GRA"
"EPI_ISL_12891143","GRA"
"EPI_ISL_12891144","GRA"
"EPI_ISL_12891145","GRA"
"EPI_ISL_12891146","GRA"
"EPI_ISL_12891147","GRA"
"EPI_ISL_12891148","GRA"
"EPI_ISL_12891149","GRA"
"EPI_ISL_12891150","GRA"
"EPI_ISL_12891151","GRA"
"EPI_ISL_12891152","GRA"
"EPI_ISL_12891153","GRA"
"EPI_ISL_12891154","GRA"
"EPI_ISL_12891155","GRA"
"EPI_ISL_12891156","GRA"
"EPI_ISL_12891157","GRA"
"EPI_ISL_12891158","GRA"
"EPI_ISL_12891159","GRA"
"EPI_ISL_12891160","GRA"
"EPI_ISL_12891161","GRA"
"EPI_ISL_12891162","GRA"
"EPI_ISL_12891163","GRA"
"EPI_ISL_12891164","GRA"
"EPI_ISL_12891165","GRA"
"EPI_ISL_12891166","GRA"
"EPI_ISL_12891167","GRA"
"EPI_ISL_12891168","GRA"
"EPI_ISL_12891169","GRA"
"EPI_ISL_12891170","GRA"
"EPI_ISL_12891171","GRA"
"EPI_ISL_12891172","GRA"
"EPI_ISL_12891173","GRA"
"EPI_ISL_12891174","GRA"
"EPI_ISL_12891175","GRA"
"EPI_ISL_12891176","GRA"
"EPI_ISL_12891177","GRA"
"EPI_ISL_12891178","GRA"
"EPI_ISL_12891179","GRA"
"EPI_ISL_12891180","GRA"
"EPI_ISL_12891181","GRA"
"EPI_ISL_12891182","GRA"
"EPI_ISL_12891183","GRA"
"EPI_ISL_12891184","GRA"
"EPI_ISL_12891185","GRA"
"EPI_ISL_12891186","GRA"
"EPI_ISL_12891187","GRA"
"EPI_ISL_12891188","GRA"
"EPI_ISL_12891189","GRA"
"EPI_ISL_12891190","GRA"
"EPI_ISL_12891191","GRA"
"EPI_ISL_12891192","GRA"
"EPI_ISL_12891193","GRA"
"EPI_ISL_12891194","GRA"
"EPI_ISL_12891195","GRA"
"EPI_ISL_12891196","GRA"
"EPI_ISL_12891197","GRA"
"EPI_ISL_12891198","GRA"
"EPI_ISL_12891199","GRA"
"EPI_ISL_12891200","GRA"
"EPI_ISL_12891201","GRA"
"EPI_ISL_12891202","GRA"
"EPI_ISL_12891203","GRA"
"EPI_ISL_12891204","GRA"
"EPI_ISL_12891205","GRA"
"EPI_ISL_12891206","GRA"
"EPI_ISL_12891207","GRA"
"EPI_ISL_12891208","GRA"
"EPI_ISL_12891209","GRA"
"EPI_ISL_12891210","GRA"
"EPI_ISL_12891211","GRA"
"EPI_ISL_12891212","GRA"
"EPI_ISL_12891213","GRA"
"EPI_ISL_12891214","GRA"
"EPI_ISL_12891215","GRA"
"EPI_ISL_12891216","GRA"
"EPI_ISL_12899663","GRA"
"EPI_ISL_12899664","GRA"
"EPI_ISL_12899665","GRA"
"EPI_ISL_12899666","GRA"
"EPI_ISL_12899667","GRA"
"EPI_ISL_12899668","GRA"
"EPI_ISL_12899669","GRA"
"EPI_ISL_12899670","GRA"
"EPI_ISL_12899671","GRA"
"EPI_ISL_12899672","GRA"
"EPI_ISL_12899673","GRA"
"EPI_ISL_12899674","GRA"
"EPI_ISL_12899675","GRA"
"EPI_ISL_12899676","GRA"
"EPI_ISL_12899677","GRA"
"EPI_ISL_12899678","GRA"
"EPI_ISL_12899679","GRA"
"EPI_ISL_12899680","GRA"
"EPI_ISL_12899681","GRA"
"EPI_ISL_12899682","GRA"
"EPI_ISL_12899683","GRA"
"EPI_ISL_12899684","GRA"
"EPI_ISL_12899685","GRA"
"EPI_ISL_12899686","GRA"
"EPI_ISL_12899687","GRA"
"EPI_ISL_12899688","GRA"
"EPI_ISL_12899689","GRA"
"EPI_ISL_12899690","GRA"
"EPI_ISL_12899691","GRA"
"EPI_ISL_12899692","GRA"
"EPI_ISL_12899693","GRA"
"EPI_ISL_12899694","GRA"
"EPI_ISL_12899695","GRA"
"EPI_ISL_12899696","GRA"
"EPI_ISL_12899697","GRA"
"EPI_ISL_12899698","GRA"
"EPI_ISL_12899699","GRA"
"EPI_ISL_12899700","GRA"
"EPI_ISL_12899701","GRA"
"EPI_ISL_12899702","GRA"
"EPI_ISL_12899703","GRA"
"EPI_ISL_12899704","GRA"
"EPI_ISL_12899705","GRA"
"EPI_ISL_12899706","GRA"
"EPI_ISL_12899707","GRA"
"EPI_ISL_12899708","GRA"
"EPI_ISL_12899709","GRA"
"EPI_ISL_12899710","GRA"
"EPI_ISL_12899711","GRA"
"EPI_ISL_12899712","GRA"
"EPI_ISL_12899713","GRA"
"EPI_ISL_12899714","GRA"
"EPI_ISL_12899715","GRA"
"EPI_ISL_12899716","GRA"
"EPI_ISL_12899717","GRA"
"EPI_ISL_12899718","GRA"
"EPI_ISL_12899719","GRA"
"EPI_ISL_12911640","GRA"
"EPI_ISL_12911641","GRA"
"EPI_ISL_12911642","GRA"
"EPI_ISL_12911643","GRA"
"EPI_ISL_12911644","GRA"
"EPI_ISL_12911645","GRA"
"EPI_ISL_12911646","GRA"
"EPI_ISL_12911647","GRA"
"EPI_ISL_12911648","GRA"
"EPI_ISL_12911649","GRA"
"EPI_ISL_12911650","GRA"
"EPI_ISL_12911651","GRA"
"EPI_ISL_12911652","GRA"
"EPI_ISL_12911653","GRA"
"EPI_ISL_12911654","GRA"
"EPI_ISL_12911655","GRA"
"EPI_ISL_12911656","GRA"
"EPI_ISL_12911657","GRA"
"EPI_ISL_12911658","GRA"
"EPI_ISL_12911659","GRA"
"EPI_ISL_12911660","GRA"
"EPI_ISL_12911661","GRA"
"EPI_ISL_12911662","GRA"
"EPI_ISL_12911663","GRA"
"EPI_ISL_12911664","GRA"
"EPI_ISL_12911665","GRA"
"EPI_ISL_12911666","GRA"
"EPI_ISL_12911667","GRA"
"EPI_ISL_12911668","GRA"
"EPI_ISL_12911669","GRA"
"EPI_ISL_12911670","GRA"
"EPI_ISL_12911671","GRA"
"EPI_ISL_12911672","GRA"
"EPI_ISL_12911673","GRA"
"EPI_ISL_12911674","GRA"
"EPI_ISL_12911675","GRA"
"EPI_ISL_12911676","GRA"
"EPI_ISL_12911677","GRA"
"EPI_ISL_12911678","GRA"
"EPI_ISL_12911679","GRA"
"EPI_ISL_12911680","GRA"
"EPI_ISL_12911681","GRA"
